n_ensayo,suma,n,value,peso
602,84,20,0.0058,0.48719999999999997
1056,84,20,0.0058,0.48719999999999997
3083,84,20,0.0058,0.48719999999999997
2595,86,19,0.0056,0.4816
6510,86,19,0.0056,0.4816
4415,83,20,0.0058,0.48139999999999994
6863,83,20,0.0058,0.48139999999999994
7711,83,20,0.0058,0.48139999999999994
8137,83,20,0.0058,0.48139999999999994
1712,74,18,0.0065,0.481
4824,74,18,0.0065,0.481
272,4,3,0.119,0.476
947,4,3,0.119,0.476
1338,4,3,0.119,0.476
1552,4,3,0.119,0.476
1677,4,3,0.119,0.476
1872,4,3,0.119,0.476
2668,4,3,0.119,0.476
2742,4,3,0.119,0.476
2950,4,3,0.119,0.476
3201,4,3,0.119,0.476
3491,4,3,0.119,0.476
3782,4,3,0.119,0.476
3924,4,3,0.119,0.476
4414,4,3,0.119,0.476
4552,4,3,0.119,0.476
4571,4,3,0.119,0.476
4834,4,3,0.119,0.476
5381,4,3,0.119,0.476
5408,4,3,0.119,0.476
5821,4,3,0.119,0.476
5828,4,3,0.119,0.476
5843,4,3,0.119,0.476
5942,4,3,0.119,0.476
6738,4,3,0.119,0.476
6768,4,3,0.119,0.476
7239,4,3,0.119,0.476
7360,4,3,0.119,0.476
7369,4,3,0.119,0.476
7548,4,3,0.119,0.476
7562,4,3,0.119,0.476
7730,4,3,0.119,0.476
7882,4,3,0.119,0.476
7902,4,3,0.119,0.476
8849,4,3,0.119,0.476
8882,4,3,0.119,0.476
8953,4,3,0.119,0.476
8971,4,3,0.119,0.476
9064,4,3,0.119,0.476
9178,4,3,0.119,0.476
9548,4,3,0.119,0.476
9654,4,3,0.119,0.476
9816,4,3,0.119,0.476
3330,82,20,0.0058,0.47559999999999997
4467,73,18,0.0065,0.4745
5484,73,18,0.0065,0.4745
7133,73,18,0.0065,0.4745
1804,84,19,0.0056,0.4704
5317,84,19,0.0056,0.4704
5076,81,20,0.0058,0.4698
5272,81,20,0.0058,0.4698
7114,81,20,0.0058,0.4698
7887,81,20,0.0058,0.4698
8797,81,20,0.0058,0.4698
1588,72,18,0.0065,0.46799999999999997
3036,72,18,0.0065,0.46799999999999997
7950,72,18,0.0065,0.46799999999999997
6492,83,19,0.0056,0.4648
4338,80,20,0.0058,0.46399999999999997
4403,80,20,0.0058,0.46399999999999997
6590,80,20,0.0058,0.46399999999999997
7026,80,20,0.0058,0.46399999999999997
3132,71,18,0.0065,0.46149999999999997
417,82,19,0.0056,0.4592
200,79,20,0.0058,0.45819999999999994
6835,79,20,0.0058,0.45819999999999994
7490,79,20,0.0058,0.45819999999999994
4274,70,18,0.0065,0.45499999999999996
5914,70,18,0.0065,0.45499999999999996
1650,78,20,0.0058,0.45239999999999997
1864,78,20,0.0058,0.45239999999999997
4332,78,20,0.0058,0.45239999999999997
6139,78,20,0.0058,0.45239999999999997
7113,78,20,0.0058,0.45239999999999997
147,69,18,0.0065,0.44849999999999995
1328,69,18,0.0065,0.44849999999999995
5944,69,18,0.0065,0.44849999999999995
7502,69,18,0.0065,0.44849999999999995
9086,69,18,0.0065,0.44849999999999995
9371,80,19,0.0056,0.448
9814,80,19,0.0056,0.448
9995,80,19,0.0056,0.448
261,77,20,0.0058,0.4466
719,77,20,0.0058,0.4466
4209,77,20,0.0058,0.4466
5870,77,20,0.0058,0.4466
7240,77,20,0.0058,0.4466
3784,79,19,0.0056,0.4424
5276,79,19,0.0056,0.4424
3316,68,18,0.0065,0.442
7600,68,18,0.0065,0.442
8286,76,20,0.0058,0.44079999999999997
727,78,19,0.0056,0.4368
4627,78,19,0.0056,0.4368
9876,78,19,0.0056,0.4368
11,67,18,0.0065,0.4355
669,67,18,0.0065,0.4355
1254,67,18,0.0065,0.4355
1583,67,18,0.0065,0.4355
2130,67,18,0.0065,0.4355
3187,67,18,0.0065,0.4355
3866,67,18,0.0065,0.4355
4238,67,18,0.0065,0.4355
4316,67,18,0.0065,0.4355
7323,75,20,0.0058,0.43499999999999994
9382,77,19,0.0056,0.43119999999999997
1287,74,20,0.0058,0.42919999999999997
2271,74,20,0.0058,0.42919999999999997
298,66,18,0.0065,0.429
5801,66,18,0.0065,0.429
2404,76,19,0.0056,0.4256
3308,76,19,0.0056,0.4256
4367,76,19,0.0056,0.4256
8628,76,19,0.0056,0.4256
112,73,20,0.0058,0.4234
267,73,20,0.0058,0.4234
1396,73,20,0.0058,0.4234
5011,73,20,0.0058,0.4234
8707,73,20,0.0058,0.4234
6019,65,18,0.0065,0.4225
296,75,19,0.0056,0.42
5562,75,19,0.0056,0.42
9321,75,19,0.0056,0.42
796,72,20,0.0058,0.41759999999999997
9927,72,20,0.0058,0.41759999999999997
2611,64,18,0.0065,0.416
4288,64,18,0.0065,0.416
5713,64,18,0.0065,0.416
6194,64,18,0.0065,0.416
9132,64,18,0.0065,0.416
9187,64,18,0.0065,0.416
2655,74,19,0.0056,0.4144
4089,74,19,0.0056,0.4144
6397,74,19,0.0056,0.4144
127,3,2,0.1378,0.4134
129,3,2,0.1378,0.4134
162,3,2,0.1378,0.4134
180,3,2,0.1378,0.4134
244,3,2,0.1378,0.4134
291,3,2,0.1378,0.4134
303,3,2,0.1378,0.4134
325,3,2,0.1378,0.4134
387,3,2,0.1378,0.4134
403,3,2,0.1378,0.4134
456,3,2,0.1378,0.4134
637,3,2,0.1378,0.4134
662,3,2,0.1378,0.4134
672,3,2,0.1378,0.4134
694,3,2,0.1378,0.4134
697,3,2,0.1378,0.4134
777,3,2,0.1378,0.4134
812,3,2,0.1378,0.4134
893,3,2,0.1378,0.4134
920,3,2,0.1378,0.4134
1027,3,2,0.1378,0.4134
1036,3,2,0.1378,0.4134
1047,3,2,0.1378,0.4134
1061,3,2,0.1378,0.4134
1080,3,2,0.1378,0.4134
1121,3,2,0.1378,0.4134
1172,3,2,0.1378,0.4134
1187,3,2,0.1378,0.4134
1203,3,2,0.1378,0.4134
1334,3,2,0.1378,0.4134
1365,3,2,0.1378,0.4134
1445,3,2,0.1378,0.4134
1459,3,2,0.1378,0.4134
1522,3,2,0.1378,0.4134
1543,3,2,0.1378,0.4134
1547,3,2,0.1378,0.4134
1582,3,2,0.1378,0.4134
1590,3,2,0.1378,0.4134
1621,3,2,0.1378,0.4134
1625,3,2,0.1378,0.4134
1652,3,2,0.1378,0.4134
1682,3,2,0.1378,0.4134
1736,3,2,0.1378,0.4134
1779,3,2,0.1378,0.4134
1796,3,2,0.1378,0.4134
1813,3,2,0.1378,0.4134
1890,3,2,0.1378,0.4134
1934,3,2,0.1378,0.4134
1947,3,2,0.1378,0.4134
1974,3,2,0.1378,0.4134
2016,3,2,0.1378,0.4134
2085,3,2,0.1378,0.4134
2102,3,2,0.1378,0.4134
2155,3,2,0.1378,0.4134
2163,3,2,0.1378,0.4134
2172,3,2,0.1378,0.4134
2179,3,2,0.1378,0.4134
2188,3,2,0.1378,0.4134
2203,3,2,0.1378,0.4134
2208,3,2,0.1378,0.4134
2245,3,2,0.1378,0.4134
2279,3,2,0.1378,0.4134
2348,3,2,0.1378,0.4134
2373,3,2,0.1378,0.4134
2414,3,2,0.1378,0.4134
2439,3,2,0.1378,0.4134
2455,3,2,0.1378,0.4134
2502,3,2,0.1378,0.4134
2528,3,2,0.1378,0.4134
2539,3,2,0.1378,0.4134
2568,3,2,0.1378,0.4134
2626,3,2,0.1378,0.4134
2783,3,2,0.1378,0.4134
2807,3,2,0.1378,0.4134
2809,3,2,0.1378,0.4134
2826,3,2,0.1378,0.4134
2932,3,2,0.1378,0.4134
2975,3,2,0.1378,0.4134
2981,3,2,0.1378,0.4134
2999,3,2,0.1378,0.4134
3085,3,2,0.1378,0.4134
3129,3,2,0.1378,0.4134
3182,3,2,0.1378,0.4134
3213,3,2,0.1378,0.4134
3220,3,2,0.1378,0.4134
3245,3,2,0.1378,0.4134
3297,3,2,0.1378,0.4134
3351,3,2,0.1378,0.4134
3390,3,2,0.1378,0.4134
3405,3,2,0.1378,0.4134
3408,3,2,0.1378,0.4134
3414,3,2,0.1378,0.4134
3419,3,2,0.1378,0.4134
3490,3,2,0.1378,0.4134
3506,3,2,0.1378,0.4134
3522,3,2,0.1378,0.4134
3675,3,2,0.1378,0.4134
3700,3,2,0.1378,0.4134
3798,3,2,0.1378,0.4134
3812,3,2,0.1378,0.4134
3858,3,2,0.1378,0.4134
3861,3,2,0.1378,0.4134
3910,3,2,0.1378,0.4134
3915,3,2,0.1378,0.4134
3996,3,2,0.1378,0.4134
4000,3,2,0.1378,0.4134
4022,3,2,0.1378,0.4134
4036,3,2,0.1378,0.4134
4069,3,2,0.1378,0.4134
4093,3,2,0.1378,0.4134
4100,3,2,0.1378,0.4134
4117,3,2,0.1378,0.4134
4123,3,2,0.1378,0.4134
4166,3,2,0.1378,0.4134
4290,3,2,0.1378,0.4134
4475,3,2,0.1378,0.4134
4505,3,2,0.1378,0.4134
4519,3,2,0.1378,0.4134
4543,3,2,0.1378,0.4134
4544,3,2,0.1378,0.4134
4562,3,2,0.1378,0.4134
4568,3,2,0.1378,0.4134
4569,3,2,0.1378,0.4134
4578,3,2,0.1378,0.4134
4645,3,2,0.1378,0.4134
4658,3,2,0.1378,0.4134
4679,3,2,0.1378,0.4134
4693,3,2,0.1378,0.4134
4713,3,2,0.1378,0.4134
4726,3,2,0.1378,0.4134
4728,3,2,0.1378,0.4134
4755,3,2,0.1378,0.4134
4762,3,2,0.1378,0.4134
4827,3,2,0.1378,0.4134
4836,3,2,0.1378,0.4134
4868,3,2,0.1378,0.4134
4873,3,2,0.1378,0.4134
4883,3,2,0.1378,0.4134
4893,3,2,0.1378,0.4134
4894,3,2,0.1378,0.4134
4939,3,2,0.1378,0.4134
4959,3,2,0.1378,0.4134
4960,3,2,0.1378,0.4134
5007,3,2,0.1378,0.4134
5036,3,2,0.1378,0.4134
5100,3,2,0.1378,0.4134
5114,3,2,0.1378,0.4134
5179,3,2,0.1378,0.4134
5209,3,2,0.1378,0.4134
5231,3,2,0.1378,0.4134
5313,3,2,0.1378,0.4134
5356,3,2,0.1378,0.4134
5402,3,2,0.1378,0.4134
5411,3,2,0.1378,0.4134
5437,3,2,0.1378,0.4134
5438,3,2,0.1378,0.4134
5482,3,2,0.1378,0.4134
5502,3,2,0.1378,0.4134
5504,3,2,0.1378,0.4134
5534,3,2,0.1378,0.4134
5556,3,2,0.1378,0.4134
5590,3,2,0.1378,0.4134
5603,3,2,0.1378,0.4134
5654,3,2,0.1378,0.4134
5656,3,2,0.1378,0.4134
5671,3,2,0.1378,0.4134
5814,3,2,0.1378,0.4134
5846,3,2,0.1378,0.4134
5854,3,2,0.1378,0.4134
5939,3,2,0.1378,0.4134
6014,3,2,0.1378,0.4134
6143,3,2,0.1378,0.4134
6148,3,2,0.1378,0.4134
6182,3,2,0.1378,0.4134
6196,3,2,0.1378,0.4134
6219,3,2,0.1378,0.4134
6251,3,2,0.1378,0.4134
6297,3,2,0.1378,0.4134
6320,3,2,0.1378,0.4134
6325,3,2,0.1378,0.4134
6339,3,2,0.1378,0.4134
6428,3,2,0.1378,0.4134
6449,3,2,0.1378,0.4134
6497,3,2,0.1378,0.4134
6525,3,2,0.1378,0.4134
6538,3,2,0.1378,0.4134
6544,3,2,0.1378,0.4134
6551,3,2,0.1378,0.4134
6581,3,2,0.1378,0.4134
6608,3,2,0.1378,0.4134
6626,3,2,0.1378,0.4134
6629,3,2,0.1378,0.4134
6729,3,2,0.1378,0.4134
6730,3,2,0.1378,0.4134
6751,3,2,0.1378,0.4134
6836,3,2,0.1378,0.4134
6840,3,2,0.1378,0.4134
6847,3,2,0.1378,0.4134
6877,3,2,0.1378,0.4134
6894,3,2,0.1378,0.4134
6956,3,2,0.1378,0.4134
7020,3,2,0.1378,0.4134
7050,3,2,0.1378,0.4134
7071,3,2,0.1378,0.4134
7074,3,2,0.1378,0.4134
7075,3,2,0.1378,0.4134
7077,3,2,0.1378,0.4134
7078,3,2,0.1378,0.4134
7164,3,2,0.1378,0.4134
7217,3,2,0.1378,0.4134
7218,3,2,0.1378,0.4134
7297,3,2,0.1378,0.4134
7370,3,2,0.1378,0.4134
7418,3,2,0.1378,0.4134
7500,3,2,0.1378,0.4134
7538,3,2,0.1378,0.4134
7590,3,2,0.1378,0.4134
7660,3,2,0.1378,0.4134
7685,3,2,0.1378,0.4134
7701,3,2,0.1378,0.4134
7739,3,2,0.1378,0.4134
7749,3,2,0.1378,0.4134
7804,3,2,0.1378,0.4134
7830,3,2,0.1378,0.4134
7838,3,2,0.1378,0.4134
7848,3,2,0.1378,0.4134
7873,3,2,0.1378,0.4134
7956,3,2,0.1378,0.4134
7975,3,2,0.1378,0.4134
7979,3,2,0.1378,0.4134
8022,3,2,0.1378,0.4134
8049,3,2,0.1378,0.4134
8197,3,2,0.1378,0.4134
8202,3,2,0.1378,0.4134
8319,3,2,0.1378,0.4134
8327,3,2,0.1378,0.4134
8381,3,2,0.1378,0.4134
8467,3,2,0.1378,0.4134
8598,3,2,0.1378,0.4134
8632,3,2,0.1378,0.4134
8647,3,2,0.1378,0.4134
8655,3,2,0.1378,0.4134
8751,3,2,0.1378,0.4134
8787,3,2,0.1378,0.4134
8826,3,2,0.1378,0.4134
8868,3,2,0.1378,0.4134
8946,3,2,0.1378,0.4134
8989,3,2,0.1378,0.4134
9028,3,2,0.1378,0.4134
9047,3,2,0.1378,0.4134
9073,3,2,0.1378,0.4134
9090,3,2,0.1378,0.4134
9093,3,2,0.1378,0.4134
9100,3,2,0.1378,0.4134
9146,3,2,0.1378,0.4134
9177,3,2,0.1378,0.4134
9220,3,2,0.1378,0.4134
9272,3,2,0.1378,0.4134
9326,3,2,0.1378,0.4134
9353,3,2,0.1378,0.4134
9399,3,2,0.1378,0.4134
9441,3,2,0.1378,0.4134
9477,3,2,0.1378,0.4134
9502,3,2,0.1378,0.4134
9541,3,2,0.1378,0.4134
9656,3,2,0.1378,0.4134
9854,3,2,0.1378,0.4134
9899,3,2,0.1378,0.4134
9969,3,2,0.1378,0.4134
9980,3,2,0.1378,0.4134
9982,3,2,0.1378,0.4134
9984,3,2,0.1378,0.4134
9987,3,2,0.1378,0.4134
430,71,20,0.0058,0.41179999999999994
1230,71,20,0.0058,0.41179999999999994
2843,71,20,0.0058,0.41179999999999994
3659,71,20,0.0058,0.41179999999999994
917,63,18,0.0065,0.4095
1545,63,18,0.0065,0.4095
9683,63,18,0.0065,0.4095
3539,73,19,0.0056,0.4088
3647,73,19,0.0056,0.4088
4306,73,19,0.0056,0.4088
8362,73,19,0.0056,0.4088
9300,70,20,0.0058,0.40599999999999997
6731,72,19,0.0056,0.4032
7724,72,19,0.0056,0.4032
8768,72,19,0.0056,0.4032
6881,62,18,0.0065,0.40299999999999997
9612,62,18,0.0065,0.40299999999999997
5810,69,20,0.0058,0.4002
3168,71,19,0.0056,0.3976
3411,71,19,0.0056,0.3976
5580,71,19,0.0056,0.3976
4951,61,18,0.0065,0.39649999999999996
6655,61,18,0.0065,0.39649999999999996
9238,61,18,0.0065,0.39649999999999996
4066,68,20,0.0058,0.3944
5256,68,20,0.0058,0.3944
2654,70,19,0.0056,0.392
3183,70,19,0.0056,0.392
4027,70,19,0.0056,0.392
7230,70,19,0.0056,0.392
9240,70,19,0.0056,0.392
6598,60,18,0.0065,0.38999999999999996
9288,67,20,0.0058,0.38859999999999995
8908,69,19,0.0056,0.3864
3037,59,18,0.0065,0.3835
7097,66,20,0.0058,0.3828
6799,91,21,0.0042,0.3822
6026,68,19,0.0056,0.38079999999999997
8175,68,19,0.0056,0.38079999999999997
1846,58,18,0.0065,0.377
4203,58,18,0.0065,0.377
8791,58,18,0.0065,0.377
7015,67,19,0.0056,0.3752
9449,67,19,0.0056,0.3752
9898,67,19,0.0056,0.3752
4233,89,21,0.0042,0.37379999999999997
9859,57,18,0.0065,0.3705
2211,66,19,0.0056,0.3696
6101,66,19,0.0056,0.3696
8384,88,21,0.0042,0.3696
9757,88,21,0.0042,0.3696
2299,65,19,0.0056,0.364
6167,65,19,0.0056,0.364
8097,65,19,0.0056,0.364
8700,65,19,0.0056,0.364
8101,64,19,0.0056,0.3584
1105,85,21,0.0042,0.357
9263,85,21,0.0042,0.357
2395,84,21,0.0042,0.3528
3536,63,19,0.0056,0.3528
4941,63,19,0.0056,0.3528
7579,63,19,0.0056,0.3528
1210,83,21,0.0042,0.34859999999999997
5323,83,21,0.0042,0.34859999999999997
5865,83,21,0.0042,0.34859999999999997
6871,83,21,0.0042,0.34859999999999997
9534,83,21,0.0042,0.34859999999999997
9327,60,20,0.0058,0.348
8798,82,21,0.0042,0.3444
9725,82,21,0.0042,0.3444
3942,81,21,0.0042,0.3402
7475,81,21,0.0042,0.3402
9151,81,21,0.0042,0.3402
8637,109,24,0.0031,0.3379
5184,80,21,0.0042,0.33599999999999997
6888,80,21,0.0042,0.33599999999999997
8072,80,21,0.0042,0.33599999999999997
1135,79,21,0.0042,0.3318
5281,79,21,0.0042,0.3318
6684,79,21,0.0042,0.3318
9779,100,23,0.0033,0.33
7414,106,24,0.0031,0.3286
8443,78,21,0.0042,0.3276
2717,77,21,0.0042,0.32339999999999997
6216,77,21,0.0042,0.32339999999999997
7017,77,21,0.0042,0.32339999999999997
9420,97,23,0.0033,0.3201
6225,103,24,0.0031,0.3193
9719,76,21,0.0042,0.3192
8813,75,21,0.0042,0.315
1788,95,23,0.0033,0.3135
4508,95,23,0.0033,0.3135
2581,101,24,0.0031,0.3131
7797,74,21,0.0042,0.31079999999999997
5214,94,23,0.0033,0.3102
992,93,23,0.0033,0.3069
7176,93,23,0.0033,0.3069
5095,73,21,0.0042,0.3066
5905,73,21,0.0042,0.3066
9443,73,21,0.0042,0.3066
163,98,24,0.0031,0.3038
1774,92,23,0.0033,0.3036
6013,92,23,0.0033,0.3036
8193,92,23,0.0033,0.3036
9771,92,23,0.0033,0.3036
1245,72,21,0.0042,0.3024
3179,72,21,0.0042,0.3024
5772,72,21,0.0042,0.3024
1242,97,24,0.0031,0.30069999999999997
2983,97,24,0.0031,0.30069999999999997
2036,91,23,0.0033,0.3003
8413,91,23,0.0033,0.3003
2034,71,21,0.0042,0.29819999999999997
8958,71,21,0.0042,0.29819999999999997
4333,96,24,0.0031,0.2976
6491,96,22,0.0031,0.2976
9602,96,24,0.0031,0.2976
6277,90,23,0.0033,0.297
121,95,24,0.0031,0.2945
5796,95,24,0.0031,0.2945
932,89,23,0.0033,0.2937
5602,89,23,0.0033,0.2937
6818,94,22,0.0031,0.2914
6821,94,24,0.0031,0.2914
8540,94,22,0.0031,0.2914
4430,88,23,0.0033,0.2904
4474,88,23,0.0033,0.2904
1874,93,22,0.0031,0.2883
2409,93,24,0.0031,0.2883
100,87,23,0.0033,0.2871
6993,92,22,0.0031,0.2852
3635,86,23,0.0033,0.2838
6054,86,23,0.0033,0.2838
838,91,22,0.0031,0.2821
3274,91,24,0.0031,0.2821
3437,91,24,0.0031,0.2821
5058,91,24,0.0031,0.2821
5875,91,24,0.0031,0.2821
1378,67,21,0.0042,0.2814
7496,67,21,0.0042,0.2814
7470,85,23,0.0033,0.28049999999999997
8629,85,23,0.0033,0.28049999999999997
2181,90,24,0.0031,0.27899999999999997
5863,90,24,0.0031,0.27899999999999997
5966,90,22,0.0031,0.27899999999999997
6103,90,22,0.0031,0.27899999999999997
7046,90,24,0.0031,0.27899999999999997
1149,84,23,0.0033,0.2772
1302,66,21,0.0042,0.2772
9475,84,23,0.0033,0.2772
1247,89,22,0.0031,0.2759
9,2,2,0.1378,0.2756
22,2,2,0.1378,0.2756
36,2,2,0.1378,0.2756
59,2,2,0.1378,0.2756
123,2,2,0.1378,0.2756
152,2,2,0.1378,0.2756
153,2,2,0.1378,0.2756
157,2,2,0.1378,0.2756
174,2,2,0.1378,0.2756
177,2,2,0.1378,0.2756
224,2,2,0.1378,0.2756
247,2,2,0.1378,0.2756
259,2,2,0.1378,0.2756
320,2,2,0.1378,0.2756
336,2,2,0.1378,0.2756
359,2,2,0.1378,0.2756
361,2,2,0.1378,0.2756
402,2,2,0.1378,0.2756
457,2,2,0.1378,0.2756
494,2,2,0.1378,0.2756
512,2,2,0.1378,0.2756
544,2,2,0.1378,0.2756
549,2,2,0.1378,0.2756
559,2,2,0.1378,0.2756
567,2,2,0.1378,0.2756
600,2,2,0.1378,0.2756
622,2,2,0.1378,0.2756
668,2,2,0.1378,0.2756
676,2,2,0.1378,0.2756
691,2,2,0.1378,0.2756
718,2,2,0.1378,0.2756
766,2,2,0.1378,0.2756
828,2,2,0.1378,0.2756
831,2,2,0.1378,0.2756
853,2,2,0.1378,0.2756
855,2,2,0.1378,0.2756
888,2,2,0.1378,0.2756
899,2,2,0.1378,0.2756
1029,2,2,0.1378,0.2756
1042,2,2,0.1378,0.2756
1075,2,2,0.1378,0.2756
1096,2,2,0.1378,0.2756
1104,2,2,0.1378,0.2756
1114,2,2,0.1378,0.2756
1132,2,2,0.1378,0.2756
1156,2,2,0.1378,0.2756
1192,2,2,0.1378,0.2756
1219,2,2,0.1378,0.2756
1221,2,2,0.1378,0.2756
1246,2,2,0.1378,0.2756
1303,2,2,0.1378,0.2756
1323,2,2,0.1378,0.2756
1340,2,2,0.1378,0.2756
1389,2,2,0.1378,0.2756
1400,2,2,0.1378,0.2756
1408,2,2,0.1378,0.2756
1450,2,2,0.1378,0.2756
1511,2,2,0.1378,0.2756
1534,2,2,0.1378,0.2756
1544,2,2,0.1378,0.2756
1548,2,2,0.1378,0.2756
1592,2,2,0.1378,0.2756
1615,2,2,0.1378,0.2756
1651,2,2,0.1378,0.2756
1671,2,2,0.1378,0.2756
1698,2,2,0.1378,0.2756
1730,2,2,0.1378,0.2756
1734,2,2,0.1378,0.2756
1775,2,2,0.1378,0.2756
1783,2,2,0.1378,0.2756
1805,2,2,0.1378,0.2756
1820,2,2,0.1378,0.2756
1843,2,2,0.1378,0.2756
1879,2,2,0.1378,0.2756
1997,2,2,0.1378,0.2756
2000,2,2,0.1378,0.2756
2051,2,2,0.1378,0.2756
2076,2,2,0.1378,0.2756
2119,2,2,0.1378,0.2756
2159,2,2,0.1378,0.2756
2170,2,2,0.1378,0.2756
2205,2,2,0.1378,0.2756
2212,2,2,0.1378,0.2756
2274,2,2,0.1378,0.2756
2306,2,2,0.1378,0.2756
2397,2,2,0.1378,0.2756
2435,2,2,0.1378,0.2756
2470,2,2,0.1378,0.2756
2477,2,2,0.1378,0.2756
2478,2,2,0.1378,0.2756
2561,2,2,0.1378,0.2756
2563,2,2,0.1378,0.2756
2601,2,2,0.1378,0.2756
2683,2,2,0.1378,0.2756
2716,2,2,0.1378,0.2756
2720,2,2,0.1378,0.2756
2721,2,2,0.1378,0.2756
2724,2,2,0.1378,0.2756
2839,2,2,0.1378,0.2756
2868,2,2,0.1378,0.2756
2869,2,2,0.1378,0.2756
2880,2,2,0.1378,0.2756
2930,2,2,0.1378,0.2756
2931,2,2,0.1378,0.2756
2933,2,2,0.1378,0.2756
3016,2,2,0.1378,0.2756
3034,2,2,0.1378,0.2756
3049,2,2,0.1378,0.2756
3109,2,2,0.1378,0.2756
3116,2,2,0.1378,0.2756
3118,2,2,0.1378,0.2756
3131,2,2,0.1378,0.2756
3133,2,2,0.1378,0.2756
3148,2,2,0.1378,0.2756
3342,2,2,0.1378,0.2756
3356,2,2,0.1378,0.2756
3393,2,2,0.1378,0.2756
3441,2,2,0.1378,0.2756
3447,2,2,0.1378,0.2756
3467,2,2,0.1378,0.2756
3469,2,2,0.1378,0.2756
3475,2,2,0.1378,0.2756
3481,2,2,0.1378,0.2756
3488,2,2,0.1378,0.2756
3540,2,2,0.1378,0.2756
3547,2,2,0.1378,0.2756
3589,2,2,0.1378,0.2756
3597,2,2,0.1378,0.2756
3763,2,2,0.1378,0.2756
3768,2,2,0.1378,0.2756
3821,2,2,0.1378,0.2756
3840,2,2,0.1378,0.2756
3877,2,2,0.1378,0.2756
3933,2,2,0.1378,0.2756
3953,2,2,0.1378,0.2756
3976,2,2,0.1378,0.2756
4017,2,2,0.1378,0.2756
4080,2,2,0.1378,0.2756
4118,2,2,0.1378,0.2756
4178,2,2,0.1378,0.2756
4262,2,2,0.1378,0.2756
4330,2,2,0.1378,0.2756
4445,2,2,0.1378,0.2756
4523,2,2,0.1378,0.2756
4540,2,2,0.1378,0.2756
4581,2,2,0.1378,0.2756
4745,2,2,0.1378,0.2756
4752,2,2,0.1378,0.2756
4769,2,2,0.1378,0.2756
4795,2,2,0.1378,0.2756
4796,2,2,0.1378,0.2756
4828,2,2,0.1378,0.2756
4892,2,2,0.1378,0.2756
4922,2,2,0.1378,0.2756
4925,2,2,0.1378,0.2756
4943,2,2,0.1378,0.2756
4948,2,2,0.1378,0.2756
4976,2,2,0.1378,0.2756
4996,2,2,0.1378,0.2756
5019,2,2,0.1378,0.2756
5045,2,2,0.1378,0.2756
5094,2,2,0.1378,0.2756
5113,2,2,0.1378,0.2756
5161,2,2,0.1378,0.2756
5164,2,2,0.1378,0.2756
5220,2,2,0.1378,0.2756
5253,2,2,0.1378,0.2756
5263,2,2,0.1378,0.2756
5284,2,2,0.1378,0.2756
5308,2,2,0.1378,0.2756
5329,2,2,0.1378,0.2756
5370,2,2,0.1378,0.2756
5372,2,2,0.1378,0.2756
5428,2,2,0.1378,0.2756
5478,2,2,0.1378,0.2756
5572,2,2,0.1378,0.2756
5600,2,2,0.1378,0.2756
5610,2,2,0.1378,0.2756
5735,2,2,0.1378,0.2756
5806,2,2,0.1378,0.2756
5836,2,2,0.1378,0.2756
5856,2,2,0.1378,0.2756
5916,2,2,0.1378,0.2756
6208,2,2,0.1378,0.2756
6221,2,2,0.1378,0.2756
6241,2,2,0.1378,0.2756
6250,2,2,0.1378,0.2756
6280,2,2,0.1378,0.2756
6372,2,2,0.1378,0.2756
6411,2,2,0.1378,0.2756
6445,2,2,0.1378,0.2756
6460,2,2,0.1378,0.2756
6478,2,2,0.1378,0.2756
6490,2,2,0.1378,0.2756
6515,2,2,0.1378,0.2756
6520,2,2,0.1378,0.2756
6548,2,2,0.1378,0.2756
6565,2,2,0.1378,0.2756
6705,2,2,0.1378,0.2756
6711,2,2,0.1378,0.2756
6769,2,2,0.1378,0.2756
6779,2,2,0.1378,0.2756
6785,2,2,0.1378,0.2756
6807,2,2,0.1378,0.2756
6942,2,2,0.1378,0.2756
6973,2,2,0.1378,0.2756
7036,2,2,0.1378,0.2756
7044,2,2,0.1378,0.2756
7061,2,2,0.1378,0.2756
7091,2,2,0.1378,0.2756
7108,2,2,0.1378,0.2756
7173,2,2,0.1378,0.2756
7182,2,2,0.1378,0.2756
7190,2,2,0.1378,0.2756
7244,2,2,0.1378,0.2756
7315,2,2,0.1378,0.2756
7343,2,2,0.1378,0.2756
7371,2,2,0.1378,0.2756
7387,2,2,0.1378,0.2756
7431,2,2,0.1378,0.2756
7542,2,2,0.1378,0.2756
7603,2,2,0.1378,0.2756
7613,2,2,0.1378,0.2756
7675,2,2,0.1378,0.2756
7690,2,2,0.1378,0.2756
7734,2,2,0.1378,0.2756
7746,2,2,0.1378,0.2756
7753,2,2,0.1378,0.2756
7807,2,2,0.1378,0.2756
7823,2,2,0.1378,0.2756
7852,2,2,0.1378,0.2756
7875,2,2,0.1378,0.2756
7913,2,2,0.1378,0.2756
7947,2,2,0.1378,0.2756
8066,2,2,0.1378,0.2756
8068,2,2,0.1378,0.2756
8080,2,2,0.1378,0.2756
8198,2,2,0.1378,0.2756
8212,2,2,0.1378,0.2756
8282,2,2,0.1378,0.2756
8335,2,2,0.1378,0.2756
8353,2,2,0.1378,0.2756
8397,2,2,0.1378,0.2756
8405,2,2,0.1378,0.2756
8493,2,2,0.1378,0.2756
8529,2,2,0.1378,0.2756
8543,2,2,0.1378,0.2756
8582,2,2,0.1378,0.2756
